key-1.4, 9, 1.4, 24.986000061035156
key-1.4, 3, 1.4, 14.700999975204468
key-1.4, 2, 1.4, 15.759999990463257
key-1.4, 2, 1.4, 29.914000034332275
key-1.4, 0, 1.4, 29.832000017166138
key-1.6, 5, 1.6, 16.848000049591064
key-1.6, 2, 1.6, 12.875
key-1.6, 0, 1.6, 14.75
key-1.6, 5, 1.6, 29.955000162124634
key-1.6, 5, 1.6, 17.869999885559082
key-1.8, 5, 1.8, 12.730999946594238
key-1.8, 7, 1.8, 17.936000108718872
key-1.8, 3, 1.8, 26.6489999294281
key-1.8, 1, 1.8, 15.059999942779541
key-1.8, 7, 1.8, 30.933000087738037
key-2, 4, 2, 30.930000066757202
key-2, 9, 2, 12.82200002670288
key-2, 7, 2, 16.58999991416931
key-2, 6, 2, 30.75600004196167
key-2, 6, 2, 28.604000091552734
key-2.2, 2, 2.2, 14.573999881744385
key-2.2, 7, 2.2, 44.794999837875366
key-2.2, 4, 2.2, 16.63700008392334
key-2.2, 5, 2.2, 14.095999956130981
key-2.2, 2, 2.2, 13.903000116348267
key-2.4, 8, 2.4, 15.644000053405762
key-2.4, 3, 2.4, 16.60599994659424
key-2.4, 8, 2.4, 28.591000080108643
key-2.4, 6, 2.4, 14.726999998092651
key-2.4, 4, 2.4, 15.677000045776367
key-2.6, 5, 2.6, 30.96499991416931
key-2.6, 3, 2.6, 12.814000129699707
key-2.6, 1, 2.6, 14.919999837875366
key-2.6, 8, 2.6, 15.968999862670898
key-2.6, 1, 2.6, 14.71500015258789
key-2.8, 6, 2.8, 15.740999937057495
key-2.8, 0, 2.8, 29.671000003814697
key-2.8, 1, 2.8, 14.781000137329102
key-2.8, 3, 2.8, 14.793999910354614
key-2.8, 5, 2.8, 14.608000040054321
key-3, 2, 3, 14.59500002861023
key-3, 7, 3, 16.875999927520752
key-3, 7, 3, 14.993000030517578
key-3, 7, 3, 14.020999908447266
key-3, 5, 3, 15.789999961853027
key-3.2, 7, 3.2, 15.576000213623047
key-3.2, 2, 3.2, 13.331999778747559
key-3.2, 2, 3.2, 16.717000007629395
key-3.2, 6, 3.2, 12.585000038146973
key-3.2, 1, 3.2, 15.711999893188477
key-3.4, 6, 3.4, 15.786999940872192
key-3.4, 4, 3.4, 13.63100004196167
key-3.4, 4, 3.4, 15.579999923706055
key-3.4, 1, 3.4, 14.654000043869019
key-3.4, 1, 3.4, 5.732999801635742
key-3.6, 7, 3.6, 9.679999828338623
key-3.6, 5, 3.6, 15.632000207901001
key-3.6, 7, 3.6, 13.601999998092651
key-3.6, 5, 3.6, 16.57799983024597
key-3.8, 3, 3.8, 15.939000129699707
key-3.8, 7, 3.8, 29.911999940872192
key-3.8, 9, 3.8, 15.809999942779541
key-3.8, 2, 3.8, 14.74399995803833
key-3.8, 1, 3.8, 14.75
key-4, 2, 4, 15.58299994468689
key-4, 1, 4, 28.758000135421753
key-4, 0, 4, 15.651000022888184
key-4, 2, 4, 15.58899998664856
key-4, 2, 4, 14.580999851226807
key-4.2, 1, 4.2, 14.586999893188477
key-4.2, 1, 4.2, 15.559000015258789
key-4.2, 9, 4.2, 30.624000072479248
key-4.2, 4, 4.2, 14.912999868392944
key-4.2, 2, 4.2, 14.680999994277954
key-4.4, 2, 4.4, 13.565000057220459
key-4.4, 6, 4.4, 16.638999938964844
key-4.4, 2, 4.4, 13.963000059127808
key-4.4, 8, 4.4, 29.6560001373291
key-4.4, 9, 4.4, 16.572999954223633
key-4.6, 1, 4.6, 13.76799988746643
key-4.6, 7, 4.6, 15.612000226974487
key-4.6, 9, 4.6, 28.6010000705719
key-4.6, 2, 4.6, 16.86400008201599
key-4.6, 9, 4.6, 13.771999835968018
key-4.8, 2, 4.8, 14.753999948501587
key-4.8, 5, 4.8, 15.065999984741211
key-4.8, 0, 4.8, 30.818000078201294
key-4.8, 8, 4.8, 14.676000118255615
key-4.8, 8, 4.8, 15.746999979019165
key-5, 0, 5, 13.718999862670898
key-5, 4, 5, 15.934000015258789
key-5, 2, 5, 13.996000051498413
key-5, 6, 5, 32.9060001373291
